location,target_type,forecast_date,model,nmod
FI,Deaths,2022-03-07,RobertWalraven-ESG,3
GR,Cases,2021-04-12,IEM_Health-CovidProject,3
GR,Cases,2021-04-12,ILM-EKF,3
GR,Cases,2021-04-12,epiforecasts-EpiNow2,3
GR,Cases,2021-04-19,IEM_Health-CovidProject,3
GR,Cases,2021-04-19,ILM-EKF,3
GR,Cases,2021-04-19,UMass-SemiMech,3
GR,Cases,2021-04-26,IEM_Health-CovidProject,3
GR,Cases,2021-04-26,ILM-EKF,3
GR,Cases,2021-04-26,UMass-SemiMech,3
GR,Cases,2021-05-03,ILM-EKF,3
GR,Cases,2021-05-03,epiforecasts-EpiNow2,3
GR,Cases,2021-05-03,UMass-SemiMech,3
GR,Cases,2021-05-10,ILM-EKF,3
GR,Cases,2021-05-10,epiforecasts-EpiNow2,3
GR,Cases,2021-05-10,UMass-SemiMech,3
GR,Cases,2021-05-17,ILM-EKF,3
GR,Cases,2021-05-17,epiforecasts-EpiNow2,3
GR,Cases,2021-05-17,UMass-SemiMech,3
GR,Cases,2021-05-24,IEM_Health-CovidProject,3
GR,Cases,2021-05-24,ILM-EKF,3
GR,Cases,2021-05-24,epiforecasts-EpiNow2,3
GR,Cases,2021-05-31,IEM_Health-CovidProject,3
GR,Cases,2021-05-31,UMass-SemiMech,3
GR,Cases,2021-05-31,MUNI-ARIMA,3
GR,Cases,2021-06-07,epiforecasts-EpiNow2,3
GR,Cases,2021-06-07,MUNI-ARIMA,3
GR,Cases,2021-06-07,RobertWalraven-ESG,3
GR,Cases,2021-06-14,epiforecasts-EpiNow2,3
GR,Cases,2021-06-14,UMass-SemiMech,3
GR,Cases,2021-06-14,RobertWalraven-ESG,3
GR,Cases,2021-06-21,ILM-EKF,3
GR,Cases,2021-06-21,UMass-SemiMech,3
GR,Cases,2021-06-21,MUNI-ARIMA,3
GR,Cases,2021-06-28,IEM_Health-CovidProject,3
GR,Cases,2021-06-28,ILM-EKF,3
GR,Cases,2021-06-28,epiforecasts-EpiNow2,3
GR,Cases,2021-07-05,IEM_Health-CovidProject,3
GR,Cases,2021-07-05,UMass-SemiMech,3
GR,Cases,2021-07-05,MUNI-ARIMA,3
GR,Cases,2021-07-12,IEM_Health-CovidProject,3
GR,Cases,2021-07-12,epiforecasts-EpiNow2,3
GR,Cases,2021-07-12,MUNI-ARIMA,3
GR,Cases,2021-07-19,IEM_Health-CovidProject,3
GR,Cases,2021-07-19,epiforecasts-EpiNow2,3
GR,Cases,2021-07-19,MUNI-ARIMA,3
GR,Cases,2021-07-26,IEM_Health-CovidProject,3
GR,Cases,2021-07-26,MUNI-ARIMA,3
GR,Cases,2021-07-26,RobertWalraven-ESG,3
GR,Cases,2021-08-02,IEM_Health-CovidProject,3
GR,Cases,2021-08-02,MUNI-ARIMA,3
GR,Cases,2021-08-02,RobertWalraven-ESG,3
GR,Cases,2021-08-09,IEM_Health-CovidProject,3
GR,Cases,2021-08-09,MUNI-ARIMA,3
GR,Cases,2021-08-09,RobertWalraven-ESG,3
GR,Cases,2021-08-16,IEM_Health-CovidProject,3
GR,Cases,2021-08-16,MUNI-ARIMA,3
GR,Cases,2021-08-16,RobertWalraven-ESG,3
GR,Cases,2021-08-23,IEM_Health-CovidProject,3
GR,Cases,2021-08-23,MUNI-ARIMA,3
GR,Cases,2021-08-23,Karlen-pypm,3
GR,Cases,2021-08-30,IEM_Health-CovidProject,3
GR,Cases,2021-08-30,ILM-EKF,3
GR,Cases,2021-08-30,MUNI-ARIMA,3
GR,Cases,2021-09-06,IEM_Health-CovidProject,3
GR,Cases,2021-09-06,epiforecasts-EpiNow2,3
GR,Cases,2021-09-06,MUNI-ARIMA,3
GR,Cases,2021-09-13,epiforecasts-EpiNow2,3
GR,Cases,2021-09-13,MUNI-ARIMA,3
GR,Cases,2021-09-13,RobertWalraven-ESG,3
GR,Cases,2021-09-20,epiforecasts-EpiNow2,3
GR,Cases,2021-09-20,MUNI-ARIMA,3
GR,Cases,2021-09-20,RobertWalraven-ESG,3
GR,Cases,2021-09-27,epiforecasts-EpiNow2,3
GR,Cases,2021-09-27,MUNI-ARIMA,3
GR,Cases,2021-09-27,RobertWalraven-ESG,3
GR,Cases,2021-10-04,IEM_Health-CovidProject,3
GR,Cases,2021-10-04,ILM-EKF,3
GR,Cases,2021-10-04,MUNI-ARIMA,3
GR,Cases,2021-10-11,IEM_Health-CovidProject,3
GR,Cases,2021-10-11,ILM-EKF,3
GR,Cases,2021-10-11,MUNI-ARIMA,3
GR,Cases,2021-10-18,IEM_Health-CovidProject,3
GR,Cases,2021-10-18,ILM-EKF,3
GR,Cases,2021-10-18,MUNI-ARIMA,3
GR,Cases,2021-10-25,IEM_Health-CovidProject,3
GR,Cases,2021-10-25,ILM-EKF,3
GR,Cases,2021-10-25,MUNI-ARIMA,3
GR,Cases,2021-11-01,IEM_Health-CovidProject,3
GR,Cases,2021-11-01,ILM-EKF,3
GR,Cases,2021-11-01,MUNI-ARIMA,3
GR,Cases,2021-11-08,ILM-EKF,3
GR,Cases,2021-11-08,MUNI-ARIMA,3
GR,Cases,2021-11-08,Karlen-pypm,3
GR,Cases,2021-11-15,IEM_Health-CovidProject,3
GR,Cases,2021-11-15,ILM-EKF,3
GR,Cases,2021-11-15,Karlen-pypm,3
GR,Cases,2021-11-22,IEM_Health-CovidProject,3
GR,Cases,2021-11-22,MUNI-ARIMA,3
GR,Cases,2021-11-22,Karlen-pypm,3
GR,Cases,2021-11-29,MUNI-ARIMA,3
GR,Cases,2021-11-29,Karlen-pypm,3
GR,Cases,2021-11-29,MUNI-VAR,3
GR,Cases,2021-12-06,MUNI-ARIMA,3
GR,Cases,2021-12-06,RobertWalraven-ESG,3
GR,Cases,2021-12-06,MUNI-VAR,3
GR,Cases,2021-12-13,ILM-EKF,3
GR,Cases,2021-12-13,MUNI-ARIMA,3
GR,Cases,2021-12-13,MUNI-VAR,3
GR,Cases,2021-12-20,epiforecasts-EpiNow2,3
GR,Cases,2021-12-20,MUNI-ARIMA,3
GR,Cases,2021-12-20,MUNI-VAR,3
GR,Cases,2021-12-27,ILM-EKF,3
GR,Cases,2021-12-27,epiforecasts-EpiNow2,3
GR,Cases,2021-12-27,MUNI-VAR,3
GR,Cases,2022-01-03,IEM_Health-CovidProject,3
GR,Cases,2022-01-03,epiforecasts-EpiNow2,3
GR,Cases,2022-01-03,RobertWalraven-ESG,3
GR,Cases,2022-01-10,IEM_Health-CovidProject,3
GR,Cases,2022-01-10,ILM-EKF,3
GR,Cases,2022-01-10,epiforecasts-EpiNow2,3
GR,Cases,2022-01-17,IEM_Health-CovidProject,3
GR,Cases,2022-01-17,epiforecasts-EpiNow2,3
GR,Cases,2022-01-17,RobertWalraven-ESG,3
GR,Cases,2022-01-24,IEM_Health-CovidProject,3
GR,Cases,2022-01-24,epiforecasts-EpiNow2,3
GR,Cases,2022-01-24,RobertWalraven-ESG,3
GR,Cases,2022-01-31,IEM_Health-CovidProject,3
GR,Cases,2022-01-31,epiforecasts-EpiNow2,3
GR,Cases,2022-01-31,RobertWalraven-ESG,3
GR,Cases,2022-02-07,ILM-EKF,3
GR,Cases,2022-02-07,epiforecasts-EpiNow2,3
GR,Cases,2022-02-07,epiforecasts-weeklygrowth,3
GR,Cases,2022-02-14,IEM_Health-CovidProject,3
GR,Cases,2022-02-14,ILM-EKF,3
GR,Cases,2022-02-14,epiforecasts-weeklygrowth,3
GR,Cases,2022-02-21,IEM_Health-CovidProject,3
GR,Cases,2022-02-21,ILM-EKF,3
GR,Cases,2022-02-21,epiforecasts-weeklygrowth,3
GR,Cases,2022-02-28,IEM_Health-CovidProject,3
GR,Cases,2022-02-28,ILM-EKF,3
GR,Cases,2022-02-28,epiforecasts-weeklygrowth,3
GR,Cases,2022-03-07,IEM_Health-CovidProject,3
GR,Cases,2022-03-07,ILM-EKF,3
GR,Cases,2022-03-07,RobertWalraven-ESG,3
GR,Deaths,2021-04-12,IEM_Health-CovidProject,3
GR,Deaths,2021-04-12,RobertWalraven-ESG,3
GR,Deaths,2021-04-12,epiforecasts-EpiNow2,3
GR,Deaths,2021-04-19,IEM_Health-CovidProject,3
GR,Deaths,2021-04-19,RobertWalraven-ESG,3
GR,Deaths,2021-04-19,epiforecasts-EpiNow2,3
GR,Deaths,2021-04-26,IEM_Health-CovidProject,3
GR,Deaths,2021-04-26,RobertWalraven-ESG,3
GR,Deaths,2021-04-26,epiforecasts-EpiNow2,3
GR,Deaths,2021-05-03,RobertWalraven-ESG,3
GR,Deaths,2021-05-03,UMass-MechBayes,3
GR,Deaths,2021-05-03,UMass-SemiMech,3
GR,Deaths,2021-05-10,IEM_Health-CovidProject,3
GR,Deaths,2021-05-10,RobertWalraven-ESG,3
GR,Deaths,2021-05-10,epiforecasts-EpiNow2,3
GR,Deaths,2021-05-17,RobertWalraven-ESG,3
GR,Deaths,2021-05-17,epiforecasts-EpiNow2,3
GR,Deaths,2021-05-17,UMass-SemiMech,3
GR,Deaths,2021-05-24,IEM_Health-CovidProject,3
GR,Deaths,2021-05-24,RobertWalraven-ESG,3
GR,Deaths,2021-05-24,epiforecasts-EpiNow2,3
GR,Deaths,2021-05-31,IEM_Health-CovidProject,3
GR,Deaths,2021-05-31,RobertWalraven-ESG,3
GR,Deaths,2021-05-31,MUNI-ARIMA,3
GR,Deaths,2021-06-07,RobertWalraven-ESG,3
GR,Deaths,2021-06-07,UMass-MechBayes,3
GR,Deaths,2021-06-07,MUNI-ARIMA,3
GR,Deaths,2021-06-14,IEM_Health-CovidProject,3
GR,Deaths,2021-06-14,RobertWalraven-ESG,3
GR,Deaths,2021-06-14,UMass-MechBayes,3
GR,Deaths,2021-06-21,IEM_Health-CovidProject,3
GR,Deaths,2021-06-21,RobertWalraven-ESG,3
GR,Deaths,2021-06-21,UMass-MechBayes,3
GR,Deaths,2021-06-28,IEM_Health-CovidProject,3
GR,Deaths,2021-06-28,RobertWalraven-ESG,3
GR,Deaths,2021-06-28,UMass-MechBayes,3
GR,Deaths,2021-07-05,IEM_Health-CovidProject,3
GR,Deaths,2021-07-05,RobertWalraven-ESG,3
GR,Deaths,2021-07-05,UMass-MechBayes,3
GR,Deaths,2021-07-12,IEM_Health-CovidProject,3
GR,Deaths,2021-07-12,epiforecasts-EpiNow2,3
GR,Deaths,2021-07-12,UMass-MechBayes,3
GR,Deaths,2021-07-19,IEM_Health-CovidProject,3
GR,Deaths,2021-07-19,RobertWalraven-ESG,3
GR,Deaths,2021-07-19,UMass-MechBayes,3
GR,Deaths,2021-07-26,IEM_Health-CovidProject,3
GR,Deaths,2021-07-26,RobertWalraven-ESG,3
GR,Deaths,2021-07-26,MUNI-ARIMA,3
GR,Deaths,2021-08-02,IEM_Health-CovidProject,3
GR,Deaths,2021-08-02,RobertWalraven-ESG,3
GR,Deaths,2021-08-02,MUNI-ARIMA,3
GR,Deaths,2021-08-09,IEM_Health-CovidProject,3
GR,Deaths,2021-08-09,RobertWalraven-ESG,3
GR,Deaths,2021-08-09,MUNI-ARIMA,3
GR,Deaths,2021-08-16,IEM_Health-CovidProject,3
GR,Deaths,2021-08-16,RobertWalraven-ESG,3
GR,Deaths,2021-08-16,MUNI-ARIMA,3
GR,Deaths,2021-08-23,IEM_Health-CovidProject,3
GR,Deaths,2021-08-23,MUNI-ARIMA,3
GR,Deaths,2021-08-23,Karlen-pypm,3
GR,Deaths,2021-08-30,IEM_Health-CovidProject,3
GR,Deaths,2021-08-30,ILM-EKF,3
GR,Deaths,2021-08-30,MUNI-ARIMA,3
GR,Deaths,2021-09-06,IEM_Health-CovidProject,3
GR,Deaths,2021-09-06,RobertWalraven-ESG,3
GR,Deaths,2021-09-06,MUNI-ARIMA,3
GR,Deaths,2021-09-13,IEM_Health-CovidProject,3
GR,Deaths,2021-09-13,RobertWalraven-ESG,3
GR,Deaths,2021-09-13,MUNI-ARIMA,3
GR,Deaths,2021-09-20,RobertWalraven-ESG,3
GR,Deaths,2021-09-20,UMass-MechBayes,3
GR,Deaths,2021-09-20,MUNI-ARIMA,3
GR,Deaths,2021-09-27,ILM-EKF,3
GR,Deaths,2021-09-27,RobertWalraven-ESG,3
GR,Deaths,2021-09-27,MUNI-ARIMA,3
GR,Deaths,2021-10-04,ILM-EKF,3
GR,Deaths,2021-10-04,epiforecasts-EpiNow2,3
GR,Deaths,2021-10-04,MUNI-ARIMA,3
GR,Deaths,2021-10-11,epiforecasts-EpiNow2,3
GR,Deaths,2021-10-11,UMass-MechBayes,3
GR,Deaths,2021-10-11,Karlen-pypm,3
GR,Deaths,2021-10-18,IEM_Health-CovidProject,3
GR,Deaths,2021-10-18,epiforecasts-EpiNow2,3
GR,Deaths,2021-10-18,Karlen-pypm,3
GR,Deaths,2021-10-25,IEM_Health-CovidProject,3
GR,Deaths,2021-10-25,MUNI-ARIMA,3
GR,Deaths,2021-10-25,Karlen-pypm,3
GR,Deaths,2021-11-01,IEM_Health-CovidProject,3
GR,Deaths,2021-11-01,ILM-EKF,3
GR,Deaths,2021-11-01,MUNI-ARIMA,3
GR,Deaths,2021-11-08,IEM_Health-CovidProject,3
GR,Deaths,2021-11-08,ILM-EKF,3
GR,Deaths,2021-11-08,MUNI-ARIMA,3
GR,Deaths,2021-11-15,IEM_Health-CovidProject,3
GR,Deaths,2021-11-15,UMass-MechBayes,3
GR,Deaths,2021-11-15,MUNI-ARIMA,3
GR,Deaths,2021-11-22,IEM_Health-CovidProject,3
GR,Deaths,2021-11-22,ILM-EKF,3
GR,Deaths,2021-11-22,UMass-MechBayes,3
GR,Deaths,2021-11-29,IEM_Health-CovidProject,3
GR,Deaths,2021-11-29,UMass-MechBayes,3
GR,Deaths,2021-11-29,MUNI-VAR,3
GR,Deaths,2021-12-06,RobertWalraven-ESG,3
GR,Deaths,2021-12-06,UMass-MechBayes,3
GR,Deaths,2021-12-06,MUNI-VAR,3
GR,Deaths,2021-12-13,UMass-MechBayes,3
GR,Deaths,2021-12-13,MUNI-ARIMA,3
GR,Deaths,2021-12-13,MUNI-LaggedRegARIMA,3
GR,Deaths,2021-12-20,RobertWalraven-ESG,3
GR,Deaths,2021-12-20,MUNI-ARIMA,3
GR,Deaths,2021-12-20,MUNI-LaggedRegARIMA,3
GR,Deaths,2021-12-27,epiforecasts-EpiNow2,3
GR,Deaths,2021-12-27,MUNI-ARIMA,3
GR,Deaths,2021-12-27,MUNI-LaggedRegARIMA,3
GR,Deaths,2022-01-03,RobertWalraven-ESG,3
GR,Deaths,2022-01-03,UMass-MechBayes,3
GR,Deaths,2022-01-03,MUNI-ARIMA,3
GR,Deaths,2022-01-10,RobertWalraven-ESG,3
GR,Deaths,2022-01-10,UMass-MechBayes,3
GR,Deaths,2022-01-10,MUNI-ARIMA,3
GR,Deaths,2022-01-17,IEM_Health-CovidProject,3
GR,Deaths,2022-01-17,UMass-MechBayes,3
GR,Deaths,2022-01-17,MUNI-ARIMA,3
GR,Deaths,2022-01-24,IEM_Health-CovidProject,3
GR,Deaths,2022-01-24,UMass-MechBayes,3
GR,Deaths,2022-01-24,MUNI-ARIMA,3
GR,Deaths,2022-01-31,IEM_Health-CovidProject,3
GR,Deaths,2022-01-31,UMass-MechBayes,3
GR,Deaths,2022-01-31,MUNI-ARIMA,3
GR,Deaths,2022-02-07,RobertWalraven-ESG,3
GR,Deaths,2022-02-07,UMass-MechBayes,3
GR,Deaths,2022-02-07,MUNI-ARIMA,3
GR,Deaths,2022-02-14,RobertWalraven-ESG,3
GR,Deaths,2022-02-14,UMass-MechBayes,3
GR,Deaths,2022-02-14,MUNI-ARIMA,3
GR,Deaths,2022-02-21,ILM-EKF,3
GR,Deaths,2022-02-21,RobertWalraven-ESG,3
GR,Deaths,2022-02-21,MUNI-ARIMA,3
GR,Deaths,2022-02-28,IEM_Health-CovidProject,3
GR,Deaths,2022-02-28,ILM-EKF,3
GR,Deaths,2022-02-28,RobertWalraven-ESG,3
GR,Deaths,2022-03-07,IEM_Health-CovidProject,3
GR,Deaths,2022-03-07,ILM-EKF,3
GR,Deaths,2022-03-07,RobertWalraven-ESG,3
HR,Cases,2021-04-12,IEM_Health-CovidProject,3
HR,Cases,2021-04-12,ILM-EKF,3
HR,Cases,2021-04-12,epiforecasts-EpiNow2,3
HR,Cases,2021-04-19,IEM_Health-CovidProject,3
HR,Cases,2021-04-19,ILM-EKF,3
HR,Cases,2021-04-19,UMass-SemiMech,3
HR,Cases,2021-04-26,ILM-EKF,3
HR,Cases,2021-04-26,epiforecasts-EpiNow2,3
HR,Cases,2021-04-26,UMass-SemiMech,3
HR,Cases,2021-05-03,IEM_Health-CovidProject,3
HR,Cases,2021-05-03,epiforecasts-EpiNow2,3
HR,Cases,2021-05-03,UMass-SemiMech,3
HR,Cases,2021-05-10,epiforecasts-EpiNow2,3
HR,Cases,2021-05-10,UMass-SemiMech,3
HR,Cases,2021-05-10,epiforecasts-EpiExpert_Rt,3
HR,Cases,2021-05-17,IEM_Health-CovidProject,3
HR,Cases,2021-05-17,epiforecasts-EpiNow2,3
HR,Cases,2021-05-17,UMass-SemiMech,3
HR,Cases,2021-05-24,ILM-EKF,3
HR,Cases,2021-05-24,epiforecasts-EpiNow2,3
HR,Cases,2021-05-24,UMass-SemiMech,3
HR,Cases,2021-05-31,ILM-EKF,3
HR,Cases,2021-05-31,epiforecasts-EpiNow2,3
HR,Cases,2021-05-31,MUNI-ARIMA,3
HR,Cases,2021-06-07,epiforecasts-EpiNow2,3
HR,Cases,2021-06-07,MUNI-ARIMA,3
HR,Cases,2021-06-07,RobertWalraven-ESG,3
HR,Cases,2021-06-14,ILM-EKF,3
HR,Cases,2021-06-14,epiforecasts-EpiNow2,3
HR,Cases,2021-06-14,RobertWalraven-ESG,3
HR,Cases,2021-06-21,ILM-EKF,3
HR,Cases,2021-06-21,epiforecasts-EpiNow2,3
HR,Cases,2021-06-21,MUNI-ARIMA,3
HR,Cases,2021-06-28,ILM-EKF,3
HR,Cases,2021-06-28,epiforecasts-EpiNow2,3
HR,Cases,2021-06-28,MUNI-ARIMA,3
HR,Cases,2021-07-05,IEM_Health-CovidProject,3
HR,Cases,2021-07-05,ILM-EKF,3
HR,Cases,2021-07-05,epiforecasts-EpiNow2,3
HR,Cases,2021-07-12,IEM_Health-CovidProject,3
HR,Cases,2021-07-12,epiforecasts-EpiNow2,3
HR,Cases,2021-07-12,MUNI-ARIMA,3
HR,Cases,2021-07-19,IEM_Health-CovidProject,3
HR,Cases,2021-07-19,epiforecasts-EpiNow2,3
HR,Cases,2021-07-19,MUNI-ARIMA,3
HR,Cases,2021-07-26,IEM_Health-CovidProject,3
HR,Cases,2021-07-26,epiforecasts-EpiNow2,3
HR,Cases,2021-07-26,MUNI-ARIMA,3
HR,Cases,2021-08-02,epiforecasts-EpiNow2,3
HR,Cases,2021-08-02,MUNI-ARIMA,3
HR,Cases,2021-08-02,Karlen-pypm,3
HR,Cases,2021-08-09,IEM_Health-CovidProject,3
HR,Cases,2021-08-09,epiforecasts-EpiNow2,3
HR,Cases,2021-08-09,MUNI-ARIMA,3
HR,Cases,2021-08-16,IEM_Health-CovidProject,3
HR,Cases,2021-08-16,RobertWalraven-ESG,3
HR,Cases,2021-08-16,Karlen-pypm,3
HR,Cases,2021-08-23,IEM_Health-CovidProject,3
HR,Cases,2021-08-23,ILM-EKF,3
HR,Cases,2021-08-23,MUNI-ARIMA,3
HR,Cases,2021-08-30,IEM_Health-CovidProject,3
HR,Cases,2021-08-30,ILM-EKF,3
HR,Cases,2021-08-30,MUNI-ARIMA,3
HR,Cases,2021-09-06,IEM_Health-CovidProject,3
HR,Cases,2021-09-06,ILM-EKF,3
HR,Cases,2021-09-06,MUNI-ARIMA,3
HR,Cases,2021-09-13,IEM_Health-CovidProject,3
HR,Cases,2021-09-13,ILM-EKF,3
HR,Cases,2021-09-13,MUNI-ARIMA,3
HR,Cases,2021-09-20,IEM_Health-CovidProject,3
HR,Cases,2021-09-20,ILM-EKF,3
HR,Cases,2021-09-20,epiforecasts-EpiNow2,3
HR,Cases,2021-09-27,IEM_Health-CovidProject,3
HR,Cases,2021-09-27,MUNI-ARIMA,3
HR,Cases,2021-09-27,Karlen-pypm,3
HR,Cases,2021-10-04,IEM_Health-CovidProject,3
HR,Cases,2021-10-04,MUNI-ARIMA,3
HR,Cases,2021-10-04,Karlen-pypm,3
HR,Cases,2021-10-11,IEM_Health-CovidProject,3
HR,Cases,2021-10-11,MUNI-ARIMA,3
HR,Cases,2021-10-11,RobertWalraven-ESG,3
HR,Cases,2021-10-18,epiforecasts-EpiNow2,3
HR,Cases,2021-10-18,MUNI-ARIMA,3
HR,Cases,2021-10-18,RobertWalraven-ESG,3
HR,Cases,2021-10-25,IEM_Health-CovidProject,3
HR,Cases,2021-10-25,MUNI-ARIMA,3
HR,Cases,2021-10-25,RobertWalraven-ESG,3
HR,Cases,2021-11-01,IEM_Health-CovidProject,3
HR,Cases,2021-11-01,ILM-EKF,3
HR,Cases,2021-11-01,MUNI-ARIMA,3
HR,Cases,2021-11-08,IEM_Health-CovidProject,3
HR,Cases,2021-11-08,ILM-EKF,3
HR,Cases,2021-11-08,MUNI-ARIMA,3
HR,Cases,2021-11-15,IEM_Health-CovidProject,3
HR,Cases,2021-11-15,ILM-EKF,3
HR,Cases,2021-11-15,MUNI-ARIMA,3
HR,Cases,2021-11-22,IEM_Health-CovidProject,3
HR,Cases,2021-11-22,MUNI-ARIMA,3
HR,Cases,2021-11-22,RobertWalraven-ESG,3
HR,Cases,2021-11-29,MUNI-ARIMA,3
HR,Cases,2021-11-29,RobertWalraven-ESG,3
HR,Cases,2021-11-29,MUNI-VAR,3
HR,Cases,2021-12-06,MUNI-ARIMA,3
HR,Cases,2021-12-06,RobertWalraven-ESG,3
HR,Cases,2021-12-06,MUNI-VAR,3
HR,Cases,2021-12-13,MUNI-ARIMA,3
HR,Cases,2021-12-13,RobertWalraven-ESG,3
HR,Cases,2021-12-13,MUNI-VAR,3
HR,Cases,2021-12-20,epiforecasts-EpiNow2,3
HR,Cases,2021-12-20,MUNI-ARIMA,3
HR,Cases,2021-12-20,MUNI-VAR,3
HR,Cases,2021-12-27,ILM-EKF,3
HR,Cases,2021-12-27,epiforecasts-EpiNow2,3
HR,Cases,2021-12-27,MUNI-ARIMA,3
HR,Cases,2022-01-03,ILM-EKF,3
HR,Cases,2022-01-03,epiforecasts-EpiNow2,3
HR,Cases,2022-01-03,RobertWalraven-ESG,3
HR,Cases,2022-01-10,IEM_Health-CovidProject,3
HR,Cases,2022-01-10,ILM-EKF,3
HR,Cases,2022-01-10,epiforecasts-EpiNow2,3
HR,Cases,2022-01-17,IEM_Health-CovidProject,3
HR,Cases,2022-01-17,ILM-EKF,3
HR,Cases,2022-01-17,epiforecasts-EpiNow2,3
HR,Cases,2022-01-24,IEM_Health-CovidProject,3
HR,Cases,2022-01-24,ILM-EKF,3
HR,Cases,2022-01-24,epiforecasts-EpiNow2,3
HR,Cases,2022-01-31,ILM-EKF,3
HR,Cases,2022-01-31,epiforecasts-EpiNow2,3
HR,Cases,2022-01-31,RobertWalraven-ESG,3
HR,Cases,2022-02-07,IEM_Health-CovidProject,3
HR,Cases,2022-02-07,RobertWalraven-ESG,3
HR,Cases,2022-02-07,epiforecasts-weeklygrowth,3
HR,Cases,2022-02-14,IEM_Health-CovidProject,3
HR,Cases,2022-02-14,epiforecasts-EpiNow2,3
HR,Cases,2022-02-14,epiforecasts-weeklygrowth,3
HR,Cases,2022-02-21,ILM-EKF,3
HR,Cases,2022-02-21,epiforecasts-EpiNow2,3
HR,Cases,2022-02-21,epiforecasts-weeklygrowth,3
HR,Cases,2022-02-28,ILM-EKF,3
HR,Cases,2022-02-28,epiforecasts-EpiNow2,3
HR,Cases,2022-02-28,epiforecasts-weeklygrowth,3
HR,Cases,2022-03-07,ILM-EKF,3
HR,Cases,2022-03-07,epiforecasts-EpiNow2,3
HR,Cases,2022-03-07,epiforecasts-weeklygrowth,3
HR,Deaths,2021-04-12,IEM_Health-CovidProject,3
HR,Deaths,2021-04-12,ILM-EKF,3
HR,Deaths,2021-04-12,epiforecasts-EpiNow2,3
HR,Deaths,2021-04-19,epiforecasts-EpiNow2,3
HR,Deaths,2021-04-19,UMass-MechBayes,3
HR,Deaths,2021-04-19,UMass-SemiMech,3
HR,Deaths,2021-04-26,epiforecasts-EpiNow2,3
HR,Deaths,2021-04-26,UMass-MechBayes,3
HR,Deaths,2021-04-26,UMass-SemiMech,3
HR,Deaths,2021-05-03,RobertWalraven-ESG,3
HR,Deaths,2021-05-03,epiforecasts-EpiNow2,3
HR,Deaths,2021-05-03,UMass-SemiMech,3
HR,Deaths,2021-05-10,RobertWalraven-ESG,3
HR,Deaths,2021-05-10,epiforecasts-EpiNow2,3
HR,Deaths,2021-05-10,epiforecasts-EpiExpert_Rt,3
HR,Deaths,2021-05-17,RobertWalraven-ESG,3
HR,Deaths,2021-05-17,epiforecasts-EpiNow2,3
HR,Deaths,2021-05-17,UMass-MechBayes,3
HR,Deaths,2021-05-24,epiforecasts-EpiNow2,3
HR,Deaths,2021-05-24,UMass-MechBayes,3
HR,Deaths,2021-05-24,UMass-SemiMech,3
HR,Deaths,2021-05-31,epiforecasts-EpiNow2,3
HR,Deaths,2021-05-31,UMass-MechBayes,3
HR,Deaths,2021-05-31,UMass-SemiMech,3
HR,Deaths,2021-06-07,epiforecasts-EpiNow2,3
HR,Deaths,2021-06-07,UMass-MechBayes,3
HR,Deaths,2021-06-07,UMass-SemiMech,3
HR,Deaths,2021-06-14,epiforecasts-EpiNow2,3
HR,Deaths,2021-06-14,UMass-MechBayes,3
HR,Deaths,2021-06-14,UMass-SemiMech,3
HR,Deaths,2021-06-21,epiforecasts-EpiNow2,3
HR,Deaths,2021-06-21,UMass-MechBayes,3
HR,Deaths,2021-06-21,UMass-SemiMech,3
HR,Deaths,2021-06-28,epiforecasts-EpiNow2,3
HR,Deaths,2021-06-28,UMass-MechBayes,3
HR,Deaths,2021-06-28,UMass-SemiMech,3
HR,Deaths,2021-07-05,epiforecasts-EpiNow2,3
HR,Deaths,2021-07-05,UMass-MechBayes,3
HR,Deaths,2021-07-05,UMass-SemiMech,3
HR,Deaths,2021-07-12,IEM_Health-CovidProject,3
HR,Deaths,2021-07-12,epiforecasts-EpiNow2,3
HR,Deaths,2021-07-12,UMass-MechBayes,3
HR,Deaths,2021-07-19,IEM_Health-CovidProject,3
HR,Deaths,2021-07-19,epiforecasts-EpiNow2,3
HR,Deaths,2021-07-19,UMass-MechBayes,3
HR,Deaths,2021-07-26,IEM_Health-CovidProject,3
HR,Deaths,2021-07-26,ILM-EKF,3
HR,Deaths,2021-07-26,UMass-MechBayes,3
HR,Deaths,2021-08-02,IEM_Health-CovidProject,3
HR,Deaths,2021-08-02,UMass-MechBayes,3
HR,Deaths,2021-08-02,Karlen-pypm,3
HR,Deaths,2021-08-09,epiforecasts-EpiNow2,3
HR,Deaths,2021-08-09,UMass-MechBayes,3
HR,Deaths,2021-08-09,Karlen-pypm,3
HR,Deaths,2021-08-16,RobertWalraven-ESG,3
HR,Deaths,2021-08-16,epiforecasts-EpiNow2,3
HR,Deaths,2021-08-16,Karlen-pypm,3
HR,Deaths,2021-08-23,RobertWalraven-ESG,3
HR,Deaths,2021-08-23,epiforecasts-EpiNow2,3
HR,Deaths,2021-08-23,Karlen-pypm,3
HR,Deaths,2021-08-30,RobertWalraven-ESG,3
HR,Deaths,2021-08-30,epiforecasts-EpiNow2,3
HR,Deaths,2021-08-30,Karlen-pypm,3
HR,Deaths,2021-09-06,RobertWalraven-ESG,3
HR,Deaths,2021-09-06,epiforecasts-EpiNow2,3
HR,Deaths,2021-09-06,Karlen-pypm,3
HR,Deaths,2021-09-13,ILM-EKF,3
